rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
151,800325,Luis Lara,MIL,PHI,2026-09-24T22:05:00Z,Pre-Game,6,Andrew Painter,691725,R,39.0,Longshot,Watch List,Platoon Edge,16.4,38.3,44.3,76.2,75.0,7.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","switch hitter; pitcher baseline 8.3% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.6,40.9,87.8,98.8423,0.332,0.075,0.294,71.4,17.2,29.9,14.6,1.0,0.084,8.3,35.5,87.6,0.421,0.169,26.1,In From CF,64,Citizens Bank Park,
152,681198,TJ Rumfield,COL,AZ,2026-09-24T19:10:00Z,In Progress,4,Eduardo Rodriguez,593958,L,38.9,Longshot,Watch List,Premium Lineup Spot,13.1,37.8,48.7,94.9,50.0,8.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 20.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.9,27.8,84.2,96.1655,0.385,0.125,0.333,68.3,7.6,41.0,28.9,15.0,0.148,7.71,33.66,87.57,0.4181,0.1657,27.26,In From RF,70,Coors Field,
153,689414,Liam Hicks,TB,NYY,2026-09-24T23:05:00Z,Pre-Game,4,Cam Schlittler,693645,R,38.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",7.5,33.7,50.2,90.4,80.0,19.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 13.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.74,27.0,84.46,96.0575,0.3549,0.099,0.3192,68.03,3.79,41.26,24.15,14.4,0.1354,7.64,38.94,88.58,0.3441,0.1309,26.04,In From LF,64,Yankee Stadium,
154,666126,Carlos Cortes,ATH,HOU,2026-09-25T01:40:00Z,Scheduled,7,Peter Lambert,663567,R,38.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.5,32.9,30.9,59.8,80.0,26.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.1,38.61,88.82,99.3738,0.3947,0.1434,0.3077,70.69,14.06,30.55,22.87,8.2,0.1752,6.8,35.8,88.2,0.357,0.139,32.5,,,Sutter Health Park,
155,699393,Pedro Ramírez,CHC,MIA,2026-09-24T18:20:00Z,In Progress,7,Tyler Phillips,663969,R,38.7,Longshot,Watch List,Platoon Edge,21.2,38.3,38.3,64.3,75.0,20.9,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","switch hitter; pitcher baseline 7.1% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.3,38.8,89.0,99.3293,0.344,0.103,0.282,72.1,22.3,41.0,23.4,6.0,0.147,7.06,42.77,89.41,0.4015,0.1506,26.01,In From CF,65,Wrigley Field,
156,665923,Esteury Ruiz,MIA,CHC,2026-09-24T18:20:00Z,In Progress,6,Matthew Boyd,571510,L,38.6,Longshot,Watch List,Platoon Edge,15.0,41.3,38.3,76.2,78.0,5.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.7,24.15,82.62,95.3582,0.3062,0.1323,0.2679,71.03,16.84,40.18,25.76,4.5,0.1521,8.37,38.14,88.43,0.4176,0.1601,26.2,In From CF,65,Wrigley Field,
157,694203,Denzer Guzman,LAA,SEA,2026-09-25T01:40:00Z,Scheduled,6,Bryan Woo,693433,R,38.6,Longshot,Watch List,Projected Lineup,25.0,41.6,25.4,71.7,50.0,39.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.07,37.86,86.78,98.8442,0.3251,0.1148,0.2518,73.64,37.93,40.53,24.54,6.2,0.1355,7.63,42.5,89.31,0.3807,0.1492,27.36,,,T-Mobile Park,
158,699115,Carlos Jorge,CIN,ATL,2026-09-24T23:15:00Z,Pre-Game,1,Tyler Mahle,641816,R,38.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",4.6,35.8,52.9,93.2,80.0,5.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,0,"Last 7 games: 2/13, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.0,15.0,79.6,90.289,0.276,0.073,0.238,68.9,3.3,30.0,15.0,0.0,0.067,6.81,37.31,89.27,0.3941,0.1467,26.7,L To R,71,Truist Park,
159,622268,Donovan Walton,ATH,HOU,2026-09-25T01:40:00Z,Scheduled,6,Peter Lambert,663567,R,38.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.9,32.9,30.9,71.7,80.0,60.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.5,33.93,88.68,97.311,0.366,0.1061,0.3104,67.92,0.49,37.77,22.93,6.3,0.1379,6.8,35.8,88.2,0.357,0.139,32.5,,,Sutter Health Park,
160,656775,Cedric Mullins,TB,NYY,2026-09-24T23:05:00Z,Pre-Game,8,Cam Schlittler,693645,R,37.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.9,33.7,50.2,47.9,80.0,30.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,1,"Last 7 games: 3/15, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 13.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.94,33.45,88.24,97.9625,0.3185,0.1243,0.2694,71.03,9.85,46.16,32.08,15.6,0.1519,7.64,38.94,88.58,0.3441,0.1309,26.04,In From LF,64,Yankee Stadium,
161,643446,Jeff McNeil,ATH,HOU,2026-09-25T01:40:00Z,Scheduled,2,Peter Lambert,663567,R,37.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",12.0,32.9,30.9,95.5,80.0,16.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.72,30.94,86.57,96.6116,0.3698,0.1006,0.309,69.37,5.72,43.49,23.75,9.2,0.1197,6.8,35.8,88.2,0.357,0.139,32.5,,,Sutter Health Park,
162,650333,Luis Arraez,PHI,MIL,2026-09-24T22:05:00Z,Pre-Game,4,Shane Drohan,675660,L,37.3,Longshot,Watch List,Premium Lineup Spot,7.0,40.2,44.3,94.9,50.0,18.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.17,18.38,86.31,93.9097,0.3728,0.0844,0.3065,62.92,0.19,30.45,28.31,6.6,0.107,8.8,38.3,88.6,0.378,0.147,29.5,In From CF,64,Citizens Bank Park,
163,687597,Jordan Beck,COL,AZ,2026-09-24T19:10:00Z,In Progress,8,Eduardo Rodriguez,593958,L,37.0,Longshot,Watch List,Platoon Edge,19.1,37.8,48.7,52.4,78.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,11,0,"Last 7 games: 1/11, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 20.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.54,32.69,86.84,98.4923,0.3194,0.1052,0.2642,73.69,36.76,40.15,28.39,5.5,0.1104,7.71,33.66,87.57,0.4181,0.1657,27.26,In From RF,70,Coors Field,
164,680700,Richie Palacios,TB,NYY,2026-09-24T23:05:00Z,Pre-Game,7,Cam Schlittler,693645,R,36.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.9,33.7,50.2,59.8,80.0,8.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 13.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.64,33.46,87.45,97.1046,0.3709,0.1018,0.3243,68.84,3.87,36.39,21.4,7.3,0.1337,7.64,38.94,88.58,0.3441,0.1309,26.04,In From LF,64,Yankee Stadium,
165,663647,Ke'Bryan Hayes,CIN,ATL,2026-09-24T23:15:00Z,Pre-Game,9,Tyler Mahle,641816,R,36.7,Longshot,Watch List,No major boost,28.6,35.8,52.9,44.8,50.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,11,0,"Last 7 games: 1/11, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.28,40.33,90.14,99.7144,0.3651,0.1271,0.2876,70.82,7.43,29.97,27.15,5.0,0.0815,6.81,37.31,89.27,0.3941,0.1467,26.7,L To R,71,Truist Park,
166,686668,Brenton Doyle,CWS,KC,2026-09-24T18:10:00Z,In Progress,8,Randy Dobnak,677976,R,36.6,Longshot,Watch List,No major boost,27.7,36.3,30.2,52.4,50.0,48.3,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 5.2% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.17,37.74,89.2,99.9488,0.3366,0.121,0.2622,71.89,14.81,36.92,23.66,7.3,0.1157,5.25,44.68,91.39,0.422,0.138,23.18,In From RF,72,Kauffman Stadium,
167,608348,Carson Kelly,CHC,MIA,2026-09-24T18:20:00Z,In Progress,8,Tyler Phillips,663969,R,36.5,Longshot,Watch List,No major boost,25.4,39.8,38.3,52.4,50.0,19.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.52,37.36,87.33,98.6999,0.3851,0.1421,0.3154,70.54,7.98,40.41,25.92,12.1,0.1377,7.06,42.77,89.41,0.4015,0.1506,26.01,In From CF,65,Wrigley Field,
168,681807,David Fry,CLE,BOS,2026-09-24T22:45:00Z,Pre-Game,6,Ranger Suarez,624133,L,36.5,Longshot,Watch List,Platoon Edge,20.5,20.1,38.2,76.2,78.0,30.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,1,"Last 7 games: 3/15, 1 HR","platoon edge; pitcher baseline 5.4% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.0,35.04,86.95,98.0339,0.2679,0.108,0.2454,71.03,11.89,52.1,28.61,7.3,0.1675,5.43,32.78,86.71,0.3538,0.1131,23.47,In From CF,59,Fenway Park,
169,703492,Nick Morabito,NYM,TEX,2026-09-24T18:35:00Z,In Progress,9,Kumar Rocker,677958,R,36.2,Longshot,Watch List,No major boost,20.0,48.7,42.1,44.8,50.0,17.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 17.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,45.8,90.3,100.2027,0.319,0.05,0.31,70.6,23.2,33.3,8.3,0.0,0.027,8.93,42.39,89.8,0.4392,0.178,23.7,None,74,Globe Life Field,
170,687957,Dustin Harris,SD,LAD,2026-09-25T02:10:00Z,Scheduled,2,Tyler Glasnow,607192,R,36.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",3.9,36.0,27.6,95.5,80.0,28.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,0,"Last 7 games: 9/29, 0 HR","platoon edge; pitcher baseline 8.3% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.44,21.35,85.43,95.1057,0.331,0.0862,0.2884,66.89,2.45,44.42,21.35,0.3,0.1045,8.35,38.66,89.67,0.3317,0.135,28.71,,,UNIQLO Field at Dodger Stadium,
171,671976,Tristan Peters,CWS,KC,2026-09-24T18:10:00Z,In Progress,6,Randy Dobnak,677976,R,35.8,Longshot,Watch List,Platoon Edge,14.3,36.3,30.2,76.2,80.0,0.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,13,0,"Last 7 games: 1/13, 0 HR","platoon edge; pitcher baseline 5.2% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.92,35.66,87.15,98.1614,0.325,0.1064,0.2649,69.16,5.18,42.12,19.74,8.4,0.1239,5.25,44.68,91.39,0.422,0.138,23.18,In From RF,72,Kauffman Stadium,
172,679845,Nick Loftin,KC,CWS,2026-09-24T18:10:00Z,In Progress,6,David Sandlin,689818,R,35.6,Longshot,Watch List,No major boost,16.5,31.5,30.2,76.2,50.0,57.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,1,Contact streak: 8/21 over last 7 games,"same-side matchup; pitcher baseline 8.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.9,30.92,87.22,97.0725,0.3443,0.1144,0.294,68.98,5.87,43.17,28.22,6.8,0.1476,8.2,33.7,86.9,0.39,0.153,24.5,In From RF,72,Kauffman Stadium,
173,676609,José Caballero,NYY,TB,2026-09-24T23:05:00Z,Pre-Game,9,Ian Seymour,693855,L,35.5,Longshot,Watch List,Platoon Edge,9.4,44.8,50.2,44.8,78.0,17.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.71,27.24,84.53,96.4163,0.3362,0.1101,0.2855,68.96,7.98,41.74,21.31,11.3,0.1278,9.41,37.45,88.42,0.3966,0.1705,29.45,In From LF,64,Yankee Stadium,
174,669242,Tommy Edman,LAD,SD,2026-09-25T02:10:00Z,Scheduled,9,Nick Pivetta,601713,R,35.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.8,42.7,27.6,40.2,75.0,37.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.6% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.2,35.0,87.67,98.774,0.3662,0.116,0.3091,70.66,13.72,42.81,27.13,9.5,0.1444,9.57,38.63,89.46,0.3722,0.1568,33.3,,,UNIQLO Field at Dodger Stadium,
175,630105,Jake Cronenworth,SD,LAD,2026-09-25T02:10:00Z,Scheduled,8,Tyler Glasnow,607192,R,35.4,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",15.6,36.0,27.6,47.9,80.0,72.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.38,32.0,87.52,97.6648,0.3194,0.1021,0.2868,71.32,17.32,32.24,24.47,8.2,0.1065,8.35,38.66,89.67,0.3317,0.135,28.71,,,UNIQLO Field at Dodger Stadium,
176,806198,Cooper Pratt,MIL,PHI,2026-09-24T22:05:00Z,Pre-Game,7,Andrew Painter,691725,R,35.2,Longshot,Watch List,No major boost,11.8,40.3,44.3,64.3,50.0,29.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,0,"Last 7 games: 7/22, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.4,28.2,87.4,96.8724,0.362,0.097,0.314,70.0,9.0,32.0,21.5,3.0,0.088,8.3,35.5,87.6,0.421,0.169,26.1,In From CF,64,Citizens Bank Park,
177,702332,Caleb Durbin,BOS,CLE,2026-09-24T22:45:00Z,Pre-Game,5,Daniel Espino,682982,R,35.2,Longshot,Watch List,No major boost,3.9,43.5,38.2,86.4,50.0,22.9,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","same-side matchup; pitcher baseline 13.3% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.16,25.78,83.8,95.5002,0.3326,0.0895,0.3001,68.81,4.81,41.37,20.24,12.4,0.1317,13.3,36.7,85.0,0.352,0.15,36.7,In From CF,59,Fenway Park,
178,691277,Deyvison De Los Santos,MIA,CHC,2026-09-24T18:20:00Z,In Progress,7,Matthew Boyd,571510,L,35.1,Longshot,Watch List,Platoon Edge,10.2,41.3,38.3,64.3,78.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,17,0,"Last 7 games: 1/17, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.6,16.7,82.6,94.4915,0.203,0.056,0.173,76.4,64.7,33.3,22.2,0.0,0.074,8.37,38.14,88.43,0.4176,0.1601,26.2,In From CF,65,Wrigley Field,
179,672275,Patrick Bailey,CLE,BOS,2026-09-24T22:45:00Z,Pre-Game,8,Ranger Suarez,624133,L,34.9,Longshot,Watch List,Platoon Edge,30.4,19.0,38.2,52.4,75.0,9.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","switch hitter; pitcher baseline 5.4% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.51,40.11,89.67,99.6247,0.3729,0.1412,0.292,72.41,25.99,34.67,26.9,7.4,0.11,5.43,32.78,86.71,0.3538,0.1131,23.47,In From CF,59,Fenway Park,
180,805367,Chase Meidroth,CWS,KC,2026-09-24T18:10:00Z,In Progress,7,Randy Dobnak,677976,R,34.8,Longshot,Watch List,Hot Hitter/Streak,13.3,36.3,30.2,64.3,50.0,72.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.2% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.77,34.98,87.57,97.4646,0.3421,0.1003,0.2993,67.05,1.25,38.68,20.61,12.7,0.116,5.25,44.68,91.39,0.422,0.138,23.18,In From RF,72,Kauffman Stadium,
181,802415,Chandler Simpson,TB,NYY,2026-09-24T23:05:00Z,Pre-Game,6,Cam Schlittler,693645,R,34.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",0.3,33.7,50.2,71.7,80.0,30.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,0,Contact streak: 9/28 over last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 13.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,14.71,83.81,92.9129,0.3101,0.0382,0.2746,64.8,0.44,28.41,12.51,0.0,0.05,7.64,38.94,88.58,0.3441,0.1309,26.04,In From LF,64,Yankee Stadium,
182,663538,Nico Hoerner,CHC,MIA,2026-09-24T18:20:00Z,In Progress,6,Tyler Phillips,663969,R,34.4,Longshot,Watch List,No major boost,9.1,39.8,38.3,76.2,50.0,18.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.7,29.6,86.21,96.3256,0.3812,0.0843,0.3227,68.33,1.76,32.59,21.91,7.7,0.0914,7.06,42.77,89.41,0.4015,0.1506,26.01,In From CF,65,Wrigley Field,
183,687401,Joey Ortiz,MIL,PHI,2026-09-24T22:05:00Z,Pre-Game,9,Andrew Painter,691725,R,34.0,Longshot,Watch List,No major boost,16.9,40.3,44.3,44.8,50.0,26.4,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.77,35.67,87.84,99.1583,0.3389,0.0967,0.289,73.0,30.71,32.05,19.96,8.4,0.1206,8.3,35.5,87.6,0.421,0.169,26.1,In From CF,64,Citizens Bank Park,
184,683953,Travis Bazzana,CLE,BOS,2026-09-24T22:45:00Z,Pre-Game,7,Ranger Suarez,624133,L,34.0,Longshot,Watch List,No major boost,20.9,20.1,38.2,64.3,50.0,62.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 5.4% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.1,36.7,87.7,98.356,0.348,0.121,0.302,69.7,12.1,38.9,28.1,15.0,0.159,5.43,32.78,86.71,0.3538,0.1131,23.47,In From CF,59,Fenway Park,
185,642215,Weston Wilson,SEA,LAA,2026-09-25T01:40:00Z,Scheduled,9,Grayson Rodriguez,680570,R,33.5,Longshot,Watch List,Projected Lineup,20.3,53.6,25.4,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,0,"Last 7 games: 1/12, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.89,35.61,86.39,98.126,0.3262,0.1151,0.2789,72.64,26.54,46.57,26.62,4.3,0.1269,8.9,45.1,90.2,0.468,0.192,27.6,,,T-Mobile Park,
186,669134,Luis Campusano,SD,LAD,2026-09-25T02:10:00Z,Scheduled,7,Tyler Glasnow,607192,R,33.5,Longshot,Watch List,Projected Lineup,19.8,36.0,27.6,59.8,50.0,26.2,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","same-side matchup; pitcher baseline 8.3% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.81,35.74,87.73,98.3598,0.3025,0.1113,0.292,73.03,30.69,46.98,19.94,5.6,0.1204,8.35,38.66,89.67,0.3317,0.135,28.71,,,UNIQLO Field at Dodger Stadium,
