rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
207,669364,Xavier Edwards,MIA,ATL,2026-08-05T23:15:00Z,Scheduled,4,Bryce Elder,693821,R,37.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",9.4,40.3,30.9,90.4,75.0,17.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","switch hitter; pitcher baseline 6.8% barrel, 20.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.97,28.63,86.87,96.55,0.3586,0.0956,0.3111,67.95,2.47,29.64,21.77,5.1,0.0959,6.82,41.91,90.14,0.4116,0.1582,26.01,,,Truist Park,
208,670032,Nicky Lopez,TEX,SF,2026-08-05T18:35:00Z,Pre-Game,7,Carson Whisenhunt,687931,L,37.3,Longshot,Watch List,No major boost,2.3,69.8,42.1,64.3,50.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,21,0,"Last 7 games: 1/21, 0 HR","same-side matchup; pitcher baseline 12.1% barrel, 4.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.0,27.68,84.66,95.3711,0.2655,0.0398,0.2561,66.58,0.75,34.01,11.02,0.7,0.0252,12.08,47.83,90.51,0.5387,0.2494,33.26,None,74,Globe Life Field,
209,667472,Dane Myers,CIN,ATH,2026-08-05T22:40:00Z,Scheduled,7,Jacob Lopez,682052,L,37.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.6,20.9,39.3,59.8,78.0,32.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.19,37.59,89.93,99.5191,0.3825,0.1414,0.3187,71.32,20.08,26.88,25.8,3.9,0.1001,5.13,31.59,85.85,0.3424,0.1268,32.06,,,Great American Ball Park,
210,668952,Ryan Kreidler,MIN,KC,2026-08-05T23:40:00Z,Scheduled,8,Noah Cameron,702070,L,37.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.7,42.9,23.2,47.9,78.0,7.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","platoon edge; pitcher baseline 8.3% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.46,35.11,88.48,99.3847,0.3621,0.1427,0.2843,73.17,32.58,44.7,28.44,3.5,0.1141,8.26,38.31,88.81,0.431,0.173,25.96,,,Kauffman Stadium,
211,682622,Noelvi Marte,CIN,ATH,2026-08-05T22:40:00Z,Scheduled,6,Jacob Lopez,682052,L,36.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.3,20.9,39.3,71.7,78.0,16.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.86,33.29,88.29,99.5519,0.3515,0.1366,0.2676,72.5,28.98,44.36,21.41,8.4,0.1598,5.13,31.59,85.85,0.3424,0.1268,32.06,,,Great American Ball Park,
212,668885,Austin Martin,MIN,KC,2026-08-05T23:40:00Z,Scheduled,1,Noah Cameron,702070,L,36.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",10.5,42.9,23.2,88.7,78.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,10,0,"Last 7 games: 1/10, 0 HR","platoon edge; pitcher baseline 8.3% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.98,31.6,86.83,97.2198,0.3428,0.0925,0.3198,68.83,3.99,39.32,21.96,1.7,0.0795,8.26,38.31,88.81,0.431,0.173,25.96,,,Kauffman Stadium,
213,543760,Marcus Semien,NYM,CLE,2026-08-05T22:40:00Z,Scheduled,7,Tanner Bibee,676440,R,36.5,Longshot,Watch List,Projected Lineup,26.6,43.8,27.6,59.8,50.0,4.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.22,35.63,86.97,97.7183,0.3992,0.1537,0.311,68.57,2.92,46.07,31.65,12.9,0.1354,8.31,38.63,89.13,0.4137,0.1646,27.27,,,Progressive Field,
214,691026,Masyn Winn,STL,NYY,2026-08-05T23:05:00Z,Scheduled,6,Will Warren,701542,R,36.5,Longshot,Watch List,Projected Lineup,14.6,46.0,38.2,71.7,50.0,7.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","same-side matchup; pitcher baseline 8.2% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.54,34.95,88.09,98.6061,0.3316,0.0846,0.2958,71.1,15.42,31.83,21.11,5.5,0.0883,8.24,42.85,90.58,0.4183,0.1589,23.68,,,Yankee Stadium,
215,669397,Nick Allen,HOU,TOR,2026-08-05T18:10:00Z,Warmup,9,Jameson Taillon,592791,R,36.4,Longshot,Watch List,No major boost,1.8,69.6,41.6,44.8,50.0,42.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,5,0,Contact streak: 2/5 over last 7 games,"same-side matchup; pitcher baseline 13.4% barrel, 24.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.84,24.4,84.59,95.4451,0.2523,0.0488,0.2352,67.51,0.97,35.25,21.13,0.7,0.058,13.42,38.72,88.72,0.5045,0.253,37.8,None,73,Daikin Park,
216,695731,Braden Montgomery,CWS,BOS,2026-08-05T23:10:00Z,Scheduled,6,Sonny Gray,543243,R,36.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.1,35.9,28.7,71.7,75.0,7.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","switch hitter; pitcher baseline 7.7% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.2,40.5,88.9,99.7812,0.357,0.112,0.305,69.6,9.1,34.1,19.0,3.0,0.142,7.7,39.16,89.25,0.3936,0.1404,22.22,,,Fenway Park,
217,671083,Buddy Kennedy,SF,TEX,2026-08-05T18:35:00Z,Pre-Game,6,Cody Bradford,674003,L,36.1,Longshot,Watch List,Platoon Edge,6.8,41.2,42.1,76.2,78.0,0.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,14,0,"Last 7 games: 1/14, 0 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.44,31.98,83.07,95.0502,0.1601,0.0388,0.1908,71.21,13.48,42.61,24.17,0.0,0.0452,,,,,,,None,74,Globe Life Field,
218,694384,Nolan Schanuel,LAA,BAL,2026-08-05T22:35:00Z,Scheduled,3,Trevor Rogers,669432,L,35.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",13.2,35.8,32.1,92.1,50.0,15.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 8.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.03,31.87,87.5,97.1119,0.3859,0.1085,0.3298,67.89,5.97,40.73,21.15,7.8,0.1166,6.83,42.03,89.28,0.3872,0.1433,24.81,,,Oriole Park at Camden Yards,
219,663647,Ke'Bryan Hayes,CIN,ATH,2026-08-05T22:40:00Z,Scheduled,9,Jacob Lopez,682052,L,35.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.8,20.9,39.3,40.2,78.0,36.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.26,40.61,90.49,100.0303,0.3896,0.139,0.303,70.82,7.71,29.83,25.47,4.3,0.0934,5.13,31.59,85.85,0.3424,0.1268,32.06,,,Great American Ball Park,
220,686797,Brooks Lee,MIN,KC,2026-08-05T23:40:00Z,Scheduled,7,Noah Cameron,702070,L,35.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.9,41.3,23.2,59.8,75.0,25.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","switch hitter; pitcher baseline 8.3% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.26,33.67,87.97,97.4189,0.339,0.1127,0.2757,69.92,8.35,41.99,28.09,16.0,0.1641,8.26,38.31,88.81,0.431,0.173,25.96,,,Kauffman Stadium,
221,682927,Ronny Simon,PIT,MIL,2026-08-05T23:40:00Z,Scheduled,8,Kyle Harrison,690986,L,35.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",22.3,32.5,27.6,47.9,75.0,50.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,0,0,0,0,Recent form unavailable,"switch hitter; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.2,36.9,88.4,98.6549,0.35,0.11,0.295,71.8,23.3,29.2,16.9,0.0,0.039,6.59,38.43,89.65,0.3663,0.1364,28.93,,,American Family Field,
222,664770,Nathan Lukes,TOR,HOU,2026-08-05T18:10:00Z,Warmup,1,Hunter Brown,686613,R,35.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",8.7,24.1,41.6,93.2,80.0,0.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,20,0,"Last 7 games: 2/20, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 9.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.07,30.21,86.71,96.6651,0.3465,0.0917,0.2954,67.37,4.18,33.8,20.6,7.1,0.1184,6.46,36.33,86.59,0.3355,0.1304,23.16,None,73,Daikin Park,
223,680574,Matt McLain,CIN,ATH,2026-08-05T22:40:00Z,Scheduled,8,Jacob Lopez,682052,L,35.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.3,20.9,39.3,47.9,78.0,3.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.43,37.55,88.17,98.8249,0.375,0.1511,0.3068,71.0,10.24,33.54,32.24,10.1,0.1307,5.13,31.59,85.85,0.3424,0.1268,32.06,,,Great American Ball Park,
224,663698,Joey Bart,CWS,BOS,2026-08-05T23:10:00Z,Scheduled,9,Sonny Gray,543243,R,35.1,Longshot,Watch List,Projected Lineup,32.0,37.6,28.7,40.2,50.0,21.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.51,37.18,86.58,99.4135,0.3744,0.1618,0.3019,75.04,50.48,39.95,30.46,4.0,0.1302,7.7,39.16,89.25,0.3936,0.1404,22.22,,,Fenway Park,
225,669701,Josh Smith,TOR,HOU,2026-08-05T18:10:00Z,Warmup,6,Hunter Brown,686613,R,35.0,Longshot,Watch List,Platoon Edge,15.3,24.1,41.6,76.2,80.0,0.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,0,"Last 7 games: 2/19, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 9.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.35,29.91,86.71,97.1452,0.3233,0.1078,0.2806,69.0,3.53,33.99,29.7,3.7,0.0751,6.46,36.33,86.59,0.3355,0.1304,23.16,None,73,Daikin Park,
226,680977,Brendan Donovan,SEA,DET,2026-08-06T01:40:00Z,Scheduled,7,Drew Anderson,623454,R,34.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.2,34.9,25.4,59.8,80.0,9.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.58,34.32,86.69,97.4749,0.3937,0.1319,0.3369,68.67,1.93,37.32,24.89,5.1,0.1602,7.7,39.4,90.4,0.342,0.132,23.5,,,T-Mobile Park,
227,643289,Mauricio Dubon,ATL,MIA,2026-08-05T23:15:00Z,Scheduled,6,Eury Pérez,691587,R,34.7,Longshot,Watch List,Projected Lineup,11.2,46.2,30.9,71.7,50.0,14.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 9.9% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.37,29.24,86.04,96.3805,0.3674,0.1057,0.2997,68.73,3.33,32.17,24.67,9.1,0.1294,9.91,41.39,88.75,0.3751,0.1672,31.36,,,Truist Park,
228,672275,Patrick Bailey,CLE,NYM,2026-08-05T22:40:00Z,Scheduled,9,Christian Scott,681035,R,34.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.2,24.9,27.6,40.2,75.0,36.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.0,39.13,89.74,99.3619,0.3743,0.1482,0.285,72.55,28.72,31.94,26.06,6.0,0.1135,6.3,34.3,87.6,0.353,0.131,26.9,,,Progressive Field,
229,687529,Grant McCray,SF,TEX,2026-08-05T18:35:00Z,Pre-Game,7,Cody Bradford,674003,L,34.5,Longshot,Watch List,No major boost,14.5,41.2,42.1,64.3,50.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,14,0,"Last 7 games: 1/14, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.33,17.99,84.65,95.7186,0.2979,0.1155,0.2795,71.45,24.64,38.26,20.3,0.7,0.1113,,,,,,,None,74,Globe Life Field,
230,665750,Leody Taveras,BAL,LAA,2026-08-05T22:35:00Z,Scheduled,8,Reid Detmers,672282,L,34.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.7,37.8,32.1,47.9,75.0,18.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,1,"Last 7 games: 2/21, 1 HR","switch hitter; pitcher baseline 8.1% barrel, 12.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.14,32.12,87.87,98.7931,0.3265,0.1152,0.2698,72.25,23.62,32.81,23.61,4.4,0.1123,8.06,39.58,89.96,0.3637,0.1411,28.13,,,Oriole Park at Camden Yards,
231,805347,Jim Jarvis,ATL,MIA,2026-08-05T23:15:00Z,Scheduled,9,Eury Pérez,691587,R,34.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.2,46.2,30.9,40.2,80.0,16.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","platoon edge; pitcher baseline 9.9% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.2,36.1,87.9,98.0942,0.331,0.08,0.282,70.9,11.5,26.4,20.8,1.0,0.12,9.91,41.39,88.75,0.3751,0.1672,31.36,,,Truist Park,
232,621493,Taylor Ward,SEA,DET,2026-08-06T01:40:00Z,Scheduled,8,Drew Anderson,623454,R,34.0,Longshot,Watch List,Projected Lineup,32.3,34.9,25.4,47.9,50.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.96,39.97,89.4,99.5054,0.3975,0.1546,0.3414,68.73,4.16,33.66,29.66,15.7,0.1434,7.7,39.4,90.4,0.342,0.132,23.5,,,T-Mobile Park,
233,666023,Freddy Fermin,SD,AZ,2026-08-06T01:40:00Z,Scheduled,9,Mitch Bratt,683352,L,33.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.4,38.2,28.2,40.2,78.0,55.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,1,Contact streak: 7/19 over last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.34,29.62,87.84,97.1465,0.3217,0.1079,0.2735,69.78,6.07,37.97,28.84,4.3,0.1139,8.6,37.1,87.7,0.405,0.168,30.0,,,Chase Field,
234,696285,Jacob Young,WSH,PHI,2026-08-05T22:40:00Z,Scheduled,9,Andrew Painter,691725,R,33.8,Longshot,Watch List,Projected Lineup,19.4,46.5,34.3,40.2,50.0,19.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","same-side matchup; pitcher baseline 9.4% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.12,34.13,88.16,98.2563,0.3773,0.1146,0.3117,69.07,2.09,35.28,23.02,6.9,0.1197,9.4,36.5,87.4,0.465,0.194,28.3,,,Citizens Bank Park,
235,702332,Caleb Durbin,BOS,CWS,2026-08-05T23:10:00Z,Scheduled,6,Sean Burke,680732,R,33.8,Longshot,Watch List,Projected Lineup,5.3,42.7,28.7,71.7,50.0,59.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,1,Contact streak: 9/23 over last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.02,27.25,84.43,96.04,0.3361,0.0958,0.2945,68.81,5.02,41.72,18.91,11.0,0.1499,8.61,38.08,89.11,0.3891,0.1599,30.91,,,Fenway Park,
236,664728,Kyle Isbel,KC,MIN,2026-08-05T23:40:00Z,Scheduled,9,Dean Kremer,665152,R,33.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.4,46.8,23.2,40.2,80.0,27.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,0,"Last 7 games: 6/20, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.58,35.05,88.43,99.0745,0.3145,0.0812,0.2685,71.31,15.02,31.9,16.77,3.3,0.1043,8.7,34.96,87.26,0.462,0.2114,35.47,,,Kauffman Stadium,
237,680757,Steven Kwan,CLE,NYM,2026-08-05T22:40:00Z,Scheduled,1,Christian Scott,681035,R,33.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",2.5,25.6,27.6,88.7,80.0,45.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,0,Contact streak: 11/26 over last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.78,12.09,84.38,92.5284,0.3485,0.072,0.3226,62.94,0.38,27.74,23.44,4.0,0.0712,6.3,34.3,87.6,0.353,0.131,26.9,,,Progressive Field,
238,593871,Jorge Polanco,NYM,CLE,2026-08-05T22:40:00Z,Scheduled,8,Tanner Bibee,676440,R,32.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.8,42.0,27.6,47.9,75.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,22,0,"Last 7 games: 0/22, 0 HR","switch hitter; pitcher baseline 8.3% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.84,34.11,86.81,98.1459,0.3156,0.1098,0.2583,70.08,6.98,46.44,23.66,8.5,0.1145,8.31,38.63,89.13,0.4137,0.1646,27.27,,,Progressive Field,
239,678391,Jorbit Vivas,WSH,PHI,2026-08-05T22:40:00Z,Scheduled,8,Andrew Painter,691725,R,32.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.7,46.5,34.3,47.9,80.0,12.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,0,"Last 7 games: 3/15, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.79,28.38,83.87,95.483,0.3247,0.0806,0.2982,69.53,3.89,43.28,21.53,2.4,0.0911,9.4,36.5,87.4,0.465,0.194,28.3,,,Citizens Bank Park,
240,671976,Tristan Peters,CWS,BOS,2026-08-05T23:10:00Z,Scheduled,7,Sonny Gray,543243,R,32.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.5,37.6,28.7,59.8,80.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,21,0,"Last 7 games: 1/21, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.43,33.42,87.08,97.7796,0.3138,0.0959,0.2537,69.16,5.18,41.84,18.48,4.2,0.1043,7.7,39.16,89.25,0.3936,0.1404,22.22,,,Fenway Park,
241,683083,Nasim Nunez,WSH,PHI,2026-08-05T22:40:00Z,Scheduled,7,Andrew Painter,691725,R,32.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",4.7,44.9,34.3,59.8,75.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,0,"Last 7 games: 2/23, 0 HR","switch hitter; pitcher baseline 9.4% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.69,27.29,85.66,95.8494,0.3026,0.0734,0.2792,68.74,4.91,32.34,18.47,1.9,0.0797,9.4,36.5,87.4,0.465,0.194,28.3,,,Citizens Bank Park,
