rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
139,645277,Ozzie Albies,ATL,NYM,2026-07-05T16:30:00Z,Pre-Game,2,Nolan McLean,690997,R,45.8,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",17.9,25.3,71.9,100.0,75.0,45.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.9% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.55,28.74,87.29,96.8553,0.3793,0.1293,0.3011,69.07,6.23,46.07,31.06,14.6,0.1593,6.88,37.52,87.82,0.3395,0.1222,20.37,Out To LF,84,Truist Park,
140,696135,Kahlil Watson,CLE,CWS,2026-07-05T18:00:00Z,Pre-Game,2,Chris Murphy,669684,L,45.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",41.2,26.8,41.6,100.0,50.0,19.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 1.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.8,38.2,90.1,99.2197,0.385,0.179,0.266,72.9,27.2,32.4,26.5,1.0,0.115,7.5,40.25,87.56,0.3144,0.1066,27.26,In From RF,82,Progressive Field,
141,687263,Zach Neto,LAA,BOS,2026-07-06T01:30:00Z,Scheduled,1,Ranger Suarez,624133,L,45.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",50.0,17.4,28.2,88.7,78.0,29.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 5.4% barrel, 7.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.16,41.56,90.09,100.1779,0.4334,0.2181,0.3209,71.05,11.9,48.88,36.99,20.4,0.2184,5.43,31.38,86.43,0.3419,0.1096,23.4,,,Angel Stadium,
142,683011,Anthony Volpe,NYY,MIN,2026-07-05T17:35:00Z,Pre-Game,5,Joe Ryan,657746,R,45.4,Longshot,Watch List,No major boost,24.3,51.2,53.7,86.4,50.0,9.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","same-side matchup; pitcher baseline 11.0% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.16,37.14,88.95,99.0381,0.3518,0.1176,0.3017,71.97,20.48,32.17,23.08,6.4,0.1146,11.01,42.74,89.92,0.376,0.1635,29.61,In From RF,85,Yankee Stadium,
143,700932,Kyle Manzardo,CLE,CWS,2026-07-05T18:00:00Z,Pre-Game,4,Chris Murphy,669684,L,45.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",41.4,26.8,41.6,94.9,50.0,24.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","same-side matchup; pitcher baseline 7.5% barrel, 1.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.52,41.49,89.32,99.1865,0.4017,0.178,0.3143,70.04,7.44,42.01,33.62,15.1,0.1769,7.5,40.25,87.56,0.3144,0.1066,27.26,In From RF,82,Progressive Field,
144,620443,Luis Torrens,NYM,ATL,2026-07-05T16:30:00Z,Pre-Game,8,Martín Pérez,527048,L,45.2,Longshot,Watch List,"Good Environment, Platoon Edge",26.2,41.6,71.9,52.4,78.0,28.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.36,40.82,88.92,99.2432,0.3693,0.1296,0.2946,70.66,9.11,28.7,17.96,2.9,0.1071,9.26,37.58,87.99,0.4255,0.1737,25.18,Out To LF,84,Truist Park,
145,666176,Jo Adell,LAA,BOS,2026-07-06T01:30:00Z,Scheduled,3,Ranger Suarez,624133,L,45.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",50.6,17.4,28.2,92.1,78.0,1.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 5.4% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.79,46.01,90.58,102.6463,0.4636,0.2064,0.3321,77.32,71.09,38.35,27.14,18.8,0.1755,5.43,31.38,86.43,0.3419,0.1096,23.4,,,Angel Stadium,
146,682622,Noelvi Marte,CIN,BAL,2026-07-05T17:05:00Z,Pre-Game,7,Kyle Bradish,680694,R,45.0,Longshot,Watch List,Good Environment,30.1,36.3,76.8,64.3,50.0,27.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.12,34.55,88.78,100.3412,0.3893,0.1618,0.2914,72.81,30.54,45.76,19.87,7.7,0.1773,9.01,37.71,88.82,0.3648,0.1422,22.1,Out To LF,83,Great American Ball Park,
147,664983,Jake McCarthy,COL,SF,2026-07-05T20:00:00Z,Scheduled,1,Tyler Mahle,641816,R,45.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",17.5,39.9,38.7,88.7,80.0,85.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.93,26.97,85.19,96.6577,0.4048,0.1434,0.3105,70.71,11.79,37.1,22.22,7.5,0.19,8.21,36.4,89.2,0.4109,0.1614,28.24,,,Coors Field,
148,808982,Jung Hoo Lee,SF,COL,2026-07-05T20:00:00Z,Scheduled,5,Tanner Gordon,685299,R,44.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.9,66.5,38.7,81.9,80.0,12.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","platoon edge; pitcher baseline 12.4% barrel, 9.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.86,30.11,87.24,96.6224,0.3892,0.0975,0.3196,68.37,2.98,38.88,22.17,5.9,0.1368,12.41,43.93,91.15,0.4901,0.2188,33.53,,,Coors Field,
149,630105,Jake Cronenworth,SD,LAD,2026-07-05T23:20:00Z,Scheduled,2,Emmet Sheehan,686218,R,44.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",20.6,47.1,27.6,95.5,80.0,41.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,1,"Last 7 games: 6/22, 1 HR","platoon edge; pitcher baseline 10.3% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.62,32.91,87.66,97.821,0.339,0.1161,0.3064,71.67,18.37,32.73,21.6,4.7,0.0869,10.31,39.85,89.23,0.3929,0.1668,28.33,,,UNIQLO Field at Dodger Stadium,
150,680776,Jarren Duran,BOS,LAA,2026-07-06T01:30:00Z,Scheduled,5,Ryan Johnson,696270,R,44.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",38.9,37.9,28.2,81.9,80.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.4,40.78,90.26,101.9442,0.3855,0.1529,0.3008,75.15,50.58,40.3,21.74,13.2,0.1643,7.38,38.45,88.45,0.4094,0.1595,33.25,,,Angel Stadium,
151,650490,Yandy Diaz,TB,HOU,2026-07-05T19:30:00Z,Scheduled,1,Peter Lambert,663567,R,44.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.7,36.4,27.6,88.7,50.0,19.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.53,49.14,91.53,103.4135,0.4576,0.1642,0.3663,73.74,38.45,22.48,20.77,15.9,0.1736,6.8,39.3,89.0,0.363,0.153,34.5,,,Daikin Park,
152,694497,Evan Carter,TEX,DET,2026-07-05T19:30:00Z,Pre-Game,5,Casey Mize,663554,R,44.5,Longshot,Watch List,Platoon Edge,25.3,34.1,41.1,86.4,80.0,50.3,Yes,Yes,6,Yes,Yes,MLB Stats API; RotoWire,order MLB 5 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,1,Contact streak: 6/18 over last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 9.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.81,36.63,87.54,98.8991,0.3453,0.1344,0.2982,70.91,17.19,36.95,30.57,6.4,0.1492,7.73,37.04,88.46,0.3581,0.1378,30.18,None,72,Globe Life Field,
153,665750,Leody Taveras,BAL,CIN,2026-07-05T17:05:00Z,Pre-Game,7,Nick Lodolo,666157,L,44.4,Longshot,Watch List,"Good Environment, Platoon Edge",17.7,43.2,76.8,64.3,75.0,18.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,1,"Last 7 games: 2/23, 1 HR","switch hitter; pitcher baseline 8.0% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.07,31.98,87.59,98.4809,0.3258,0.1096,0.2719,72.32,24.21,33.44,23.4,3.0,0.1151,7.99,39.17,89.78,0.4447,0.1757,26.75,Out To LF,83,Great American Ball Park,
154,686797,Brooks Lee,MIN,NYY,2026-07-05T17:35:00Z,Pre-Game,7,Ryan Weathers,677960,L,44.3,Longshot,Watch List,Platoon Edge,19.2,53.7,53.7,64.3,75.0,24.9,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","switch hitter; pitcher baseline 10.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.68,33.04,88.11,97.3487,0.3467,0.1176,0.2792,69.99,8.56,41.71,28.79,14.6,0.1697,10.72,42.62,89.74,0.446,0.196,28.21,In From RF,85,Yankee Stadium,
155,672640,Otto Lopez,MIA,ATH,2026-07-05T20:30:00Z,Scheduled,1,Gage Jump,695611,L,44.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",33.8,21.7,30.9,88.7,78.0,77.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,33,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 3.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.17,41.45,89.13,100.5302,0.4487,0.1601,0.337,71.98,24.66,32.72,22.99,10.1,0.1521,3.7,36.1,89.4,0.365,0.119,25.9,,,Sutter Health Park,
156,592885,Christian Yelich,MIL,AZ,2026-07-05T20:00:00Z,Scheduled,1,Eduardo Rodriguez,593958,L,44.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",35.5,43.1,28.2,88.7,50.0,19.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","same-side matchup; pitcher baseline 8.4% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.48,42.83,89.29,100.7354,0.3935,0.1653,0.3076,73.19,32.87,36.97,20.35,12.9,0.1565,8.41,36.74,88.55,0.4436,0.1811,26.42,,,Chase Field,
157,642086,Dominic Smith,ATL,NYM,2026-07-05T16:30:00Z,Pre-Game,6,Nolan McLean,690997,R,44.1,Longshot,Watch List,"Good Environment, Platoon Edge",25.5,26.2,71.9,76.2,80.0,13.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 6.9% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.88,36.34,87.84,98.4273,0.4141,0.1492,0.3193,68.4,5.01,35.11,29.45,5.7,0.1351,6.88,37.52,87.82,0.3395,0.1222,20.37,Out To LF,84,Truist Park,
158,683748,Victor Mesa,TB,HOU,2026-07-05T19:30:00Z,Scheduled,4,Peter Lambert,663567,R,44.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",33.4,36.4,27.6,90.4,80.0,7.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.5,39.61,89.07,100.0186,0.3863,0.148,0.3207,73.61,32.48,45.77,24.53,2.4,0.1413,6.8,39.3,89.0,0.363,0.153,34.5,,,Daikin Park,
159,683146,Brett Baty,NYM,ATL,2026-07-05T16:30:00Z,Pre-Game,9,Martín Pérez,527048,L,44.0,Longshot,Watch List,Good Environment,36.1,41.6,71.9,44.8,50.0,12.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 9.3% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.26,40.74,89.37,100.8283,0.3856,0.1525,0.3074,74.73,50.11,35.75,23.02,7.5,0.1138,9.26,37.58,87.99,0.4255,0.1737,25.18,Out To LF,84,Truist Park,
160,573262,Mike Yastrzemski,ATL,NYM,2026-07-05T16:30:00Z,Pre-Game,8,Nolan McLean,690997,R,44.0,Longshot,Watch List,"Good Environment, Platoon Edge",31.5,26.2,71.9,52.4,80.0,40.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,1,"Last 7 games: 4/15, 1 HR","platoon edge; pitcher baseline 6.9% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.19,43.02,90.59,99.6689,0.3623,0.133,0.3066,71.13,7.95,43.03,30.84,8.6,0.1371,6.88,37.52,87.82,0.3395,0.1222,20.37,Out To LF,84,Truist Park,
161,683734,Andrew Vaughn,MIL,AZ,2026-07-05T20:00:00Z,Scheduled,5,Eduardo Rodriguez,593958,L,44.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.3,43.1,28.2,81.9,78.0,12.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.05,43.5,90.34,99.8902,0.4216,0.1402,0.3518,70.21,8.63,36.24,23.29,5.6,0.1752,8.41,36.74,88.55,0.4436,0.1811,26.42,,,Chase Field,
162,701675,Nathan Church,STL,CHC,2026-07-05T18:30:00Z,Pre-Game,7,Javier Assad,665871,R,43.6,Longshot,Watch List,Platoon Edge,21.9,43.2,42.8,64.3,80.0,67.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.02,35.62,87.11,98.1766,0.356,0.1291,0.2813,69.91,8.55,34.99,20.2,5.9,0.1368,6.65,47.12,89.9,0.4417,0.1663,25.94,In From LF,70,Wrigley Field,
163,694728,Brice Matthews,HOU,TB,2026-07-05T19:30:00Z,Scheduled,6,,,,43.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",42.8,41.2,27.6,71.7,60.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,13,0,"Last 7 games: 0/13, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.85,39.11,87.83,100.873,0.3794,0.1916,0.2716,72.92,28.3,36.38,27.56,5.4,0.1758,,,,,,,,,Daikin Park,
164,701852,Drew Cavanaugh,SF,COL,2026-07-05T20:00:00Z,Scheduled,9,Tanner Gordon,685299,R,43.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.6,66.5,38.7,40.2,80.0,17.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,4,17,0,"Last 6 games: 4/17, 0 HR","platoon edge; pitcher baseline 12.4% barrel, 9.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.1,28.6,88.2,97.9619,0.44,0.144,0.338,71.4,12.5,35.7,14.3,0.0,0.0,12.41,43.93,91.15,0.4901,0.2188,33.53,,,Coors Field,
165,695731,Braden Montgomery,CWS,CLE,2026-07-05T18:00:00Z,Pre-Game,6,Tanner Bibee,676440,R,43.5,Longshot,Watch List,Platoon Edge,24.3,45.7,41.6,76.2,75.0,18.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","switch hitter; pitcher baseline 8.9% barrel, 20.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,43.5,90.0,100.7846,0.356,0.111,0.301,70.0,10.5,37.1,19.4,2.0,0.171,8.87,40.94,89.41,0.4228,0.1737,27.27,In From RF,82,Progressive Field,
166,663494,Bryan Torres,STL,CHC,2026-07-05T18:30:00Z,Pre-Game,9,Javier Assad,665871,R,43.5,Longshot,Watch List,"Strong Barrel, Platoon Edge",30.7,43.2,42.8,44.8,80.0,61.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,7,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.0,28.6,86.4,96.6516,0.474,0.199,0.356,66.7,1.3,45.2,28.6,4.0,0.286,6.65,47.12,89.9,0.4417,0.1663,25.94,In From LF,70,Wrigley Field,
167,815873,Sean Keys,TOR,SEA,2026-07-05T21:00:00Z,Scheduled,8,Emerson Hancock,676106,R,43.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.7,52.3,25.4,47.9,80.0,31.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,4,19,1,"Last 5 games: 4/19, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 12.9 HR allowed",EV profile; pitcher fly-ball pressure modest,0.0,64.3,94.2,101.6338,0.312,0.099,0.226,74.6,46.2,28.6,21.4,1.0,0.21,9.17,44.18,90.12,0.4526,0.1878,28.31,,,T-Mobile Park,
168,650489,Willi Castro,COL,SF,2026-07-05T20:00:00Z,Scheduled,5,Tyler Mahle,641816,R,43.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.0,38.9,38.7,81.9,75.0,11.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,31,0,"Last 7 games: 6/31, 0 HR","switch hitter; pitcher baseline 8.2% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.36,40.31,87.96,100.0029,0.3673,0.1309,0.3032,72.51,25.3,43.72,30.48,7.5,0.1232,8.21,36.4,89.2,0.4109,0.1614,28.24,,,Coors Field,
169,694249,Cole Carrigg,COL,SF,2026-07-05T20:00:00Z,Scheduled,7,Tyler Mahle,641816,R,43.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",29.2,38.9,38.7,59.8,75.0,61.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,1,Contact streak: 9/22 over last 7 games,"switch hitter; pitcher baseline 8.2% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.2,31.1,85.8,98.9607,0.429,0.18,0.345,73.7,40.6,49.2,26.2,4.0,0.28,8.21,36.4,89.2,0.4109,0.1614,28.24,,,Coors Field,
170,553869,Elias Díaz,TEX,DET,2026-07-05T19:30:00Z,Pre-Game,6,Casey Mize,663554,R,42.8,Longshot,Watch List,No major boost,30.5,34.1,41.1,76.2,50.0,64.3,Yes,Yes,8,Yes,Yes,MLB Stats API; RotoWire,order MLB 6 vs RotoWire 8,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 9.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.09,37.3,87.14,99.9285,0.3911,0.1457,0.2901,74.27,44.1,40.8,28.36,5.5,0.2121,7.73,37.04,88.46,0.3581,0.1378,30.18,None,72,Globe Life Field,
171,681198,TJ Rumfield,COL,SF,2026-07-05T20:00:00Z,Scheduled,4,Tyler Mahle,641816,R,42.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",16.8,39.9,38.7,90.4,80.0,34.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.8,30.0,84.2,96.7865,0.388,0.138,0.324,69.1,9.0,45.8,28.5,12.0,0.192,8.21,36.4,89.2,0.4109,0.1614,28.24,,,Coors Field,
172,663538,Nico Hoerner,CHC,STL,2026-07-05T18:30:00Z,Pre-Game,6,Matthew Liberatore,669461,L,42.3,Longshot,Watch List,Platoon Edge,8.0,59.3,42.8,76.2,78.0,26.4,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","platoon edge; pitcher baseline 10.6% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.35,28.62,85.93,96.2233,0.37,0.0836,0.3206,68.36,1.76,33.22,22.33,4.9,0.097,10.6,42.36,90.95,0.4769,0.1976,28.59,In From LF,70,Wrigley Field,
173,624585,Jorge Soler,LAA,BOS,2026-07-06T01:30:00Z,Scheduled,4,Ranger Suarez,624133,L,42.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",41.0,17.4,28.2,90.4,78.0,13.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","platoon edge; pitcher baseline 5.4% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.54,41.37,88.79,101.3116,0.3856,0.1725,0.3038,74.63,48.2,50.84,26.01,11.3,0.179,5.43,31.38,86.43,0.3419,0.1096,23.4,,,Angel Stadium,
