rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,671056,Ivan Herrera,STL,COL,2026-09-06T00:10:00Z,Scheduled,2,Mason Adams,690279,R,53.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.2,69.3,38.7,95.5,50.0,40.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","same-side matchup; pitcher baseline 13.0% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.18,42.73,89.87,101.2921,0.4105,0.1537,0.3437,73.88,42.79,37.45,19.73,16.2,0.1478,13.0,47.8,91.3,0.462,0.232,39.1,,,Coors Field,
36,621566,Matt Olson,ATL,PHI,2026-09-05T22:05:00Z,Scheduled,3,Zack Wheeler,554430,R,53.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",66.2,26.0,34.3,92.1,80.0,2.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,30,0,"Last 7 games: 4/30, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 19.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.82,51.2,92.81,103.7879,0.5053,0.258,0.3572,74.53,47.68,38.35,33.2,34.6,0.2477,6.5,34.8,86.98,0.3228,0.1212,25.74,,,Citizens Bank Park,
37,669357,Nolan Gorman,STL,COL,2026-09-06T00:10:00Z,Scheduled,6,Mason Adams,690279,R,52.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",40.1,69.3,38.7,71.7,80.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,0,"Last 7 games: 2/19, 0 HR","platoon edge; pitcher baseline 13.0% barrel, 2.0 HR allowed",fly-ball profile; pitcher allows elevated contact,9.48,42.57,89.46,100.7882,0.3636,0.169,0.2813,73.12,29.75,44.46,38.52,9.8,0.1391,13.0,47.8,91.3,0.462,0.232,39.1,,,Coors Field,
38,677951,Bobby Witt,KC,TOR,2026-09-05T23:10:00Z,Scheduled,2,Max Scherzer,453286,R,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.6,47.6,23.2,95.5,50.0,28.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 10.1% barrel, 14.1 HR allowed",EV profile; pitcher allows elevated contact,11.94,50.39,92.53,103.5316,0.5122,0.2129,0.3783,73.95,42.37,30.31,27.34,18.8,0.1801,10.09,35.47,88.02,0.4249,0.189,33.53,,,Kauffman Stadium,
39,686527,Dominic Canzone,SEA,ATH,2026-09-06T01:40:00Z,Scheduled,2,Jeffrey Springs,605488,L,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",55.1,47.7,25.4,95.5,50.0,30.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,1,"Last 7 games: 6/30, 1 HR","same-side matchup; pitcher baseline 9.2% barrel, 31.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.89,45.85,91.39,102.5227,0.5008,0.2255,0.3627,74.08,41.92,39.97,26.23,18.0,0.2132,9.15,35.69,87.81,0.4471,0.1946,32.51,,,T-Mobile Park,
40,668804,Bryan Reynolds,PIT,LAA,2026-09-05T22:40:00Z,Scheduled,3,Yusei Kikuchi,579328,L,52.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.6,53.1,24.3,92.1,75.0,23.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","switch hitter; pitcher baseline 9.8% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.66,47.05,90.92,101.9558,0.4456,0.1904,0.3499,72.62,28.23,39.45,25.81,15.3,0.157,9.75,44.72,91.14,0.4532,0.1906,24.31,,,PNC Park,
41,673548,Seiya Suzuki,CHC,MIA,2026-09-05T20:10:00Z,Pre-Game,2,Ryan Gusto,687473,R,52.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",46.7,45.0,35.0,100.0,50.0,50.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.12,41.35,89.27,100.967,0.4471,0.2001,0.3422,73.37,37.46,41.97,31.83,26.4,0.2176,8.31,44.02,89.83,0.4246,0.162,25.21,None,72,loanDepot park,
42,683737,Michael Busch,CHC,MIA,2026-09-05T20:10:00Z,Pre-Game,3,Ryan Gusto,687473,R,52.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",45.0,45.0,35.0,96.6,80.0,18.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,30,1,"Last 7 games: 3/30, 1 HR","platoon edge; pitcher baseline 8.3% barrel, 10.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.57,42.26,89.54,99.7157,0.443,0.2048,0.343,68.97,5.92,40.07,35.04,22.8,0.1871,8.31,44.02,89.83,0.4246,0.162,25.21,None,72,loanDepot park,
43,678246,Miguel Vargas,CWS,MIN,2026-09-05T23:10:00Z,Scheduled,3,Taj Bradley,671737,R,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",53.0,47.9,27.6,92.1,50.0,39.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","same-side matchup; pitcher baseline 8.8% barrel, 20.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.55,44.14,90.33,100.41,0.4826,0.2235,0.3666,72.91,33.44,44.42,35.31,25.8,0.216,8.8,43.33,90.32,0.3864,0.1578,29.19,,,Rate Field,
44,695657,Colson Montgomery,CWS,MIN,2026-09-05T23:10:00Z,Scheduled,6,Taj Bradley,671737,R,52.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",51.7,47.9,27.6,71.7,80.0,48.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.1,42.54,88.91,101.7892,0.4387,0.2227,0.3158,76.65,70.16,48.6,33.09,27.3,0.2431,8.8,43.33,90.32,0.3864,0.1578,29.19,,,Rate Field,
45,641343,Jake Bauers,MIL,CIN,2026-09-05T22:40:00Z,Scheduled,5,Andrew Abbott,671096,L,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",59.7,43.4,39.3,81.9,50.0,3.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 20.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,13.49,50.85,92.19,103.042,0.4654,0.216,0.3666,76.57,69.65,41.25,30.54,18.2,0.2011,8.14,36.99,89.13,0.4214,0.166,28.49,,,Great American Ball Park,
46,665487,Fernando Tatis,SD,NYY,2026-09-05T23:15:00Z,Scheduled,1,Carlos Rodón,607074,L,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.9,32.8,22.6,88.7,78.0,52.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 10.1 HR allowed",EV profile; pitcher fly-ball pressure modest,12.19,53.27,92.95,104.4973,0.488,0.1988,0.3728,75.58,57.84,35.22,21.94,20.8,0.1682,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
47,671218,Heliot Ramos,NYY,SD,2026-09-05T23:15:00Z,Scheduled,5,Robbie Ray,592662,L,52.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.1,49.7,22.6,81.9,78.0,32.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,1,"Last 7 games: 3/14, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 20.6 HR allowed",EV profile; pitcher allows elevated contact,12.23,49.08,92.15,103.0085,0.4317,0.182,0.3228,72.99,32.33,33.38,23.51,13.3,0.1503,9.04,39.8,89.74,0.4088,0.1758,34.29,,,Petco Park,
48,682626,Francisco Alvarez,NYM,SF,2026-09-05T20:10:00Z,Pre-Game,8,Anthony Molina,683627,R,51.9,Longshot,Watch List,Strong Barrel,55.5,47.0,52.3,52.4,50.0,52.8,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.9,48.14,91.14,102.7303,0.4384,0.2073,0.3281,74.11,41.97,37.75,25.66,13.8,0.1819,8.02,39.51,87.49,0.4975,0.2112,35.39,L To R,80,Citi Field,
49,663886,Tyler Stephenson,CIN,MIL,2026-09-05T22:40:00Z,Scheduled,5,Dustin May,669160,R,51.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",50.8,42.5,39.3,81.9,50.0,62.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.03,46.47,90.92,100.5005,0.4375,0.2026,0.3292,70.52,7.0,37.08,32.94,13.7,0.1781,7.73,44.43,90.04,0.3999,0.149,24.73,,,Great American Ball Park,
50,676724,Jared Young,NYM,SF,2026-09-05T20:10:00Z,Pre-Game,5,Anthony Molina,683627,R,51.7,Longshot,Watch List,Platoon Edge,38.0,47.0,52.3,86.4,80.0,14.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","platoon edge; pitcher baseline 8.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.12,43.22,88.17,100.7247,0.4077,0.1794,0.3044,73.37,33.11,40.98,26.88,6.8,0.2082,8.02,39.51,87.49,0.4975,0.2112,35.39,L To R,80,Citi Field,
51,677800,Wilyer Abreu,BOS,BAL,2026-09-05T23:05:00Z,Scheduled,4,Chris Bassitt,605135,R,51.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.0,30.4,32.1,90.4,80.0,43.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 6.2% barrel, 12.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.3,44.27,90.17,101.3677,0.4722,0.2222,0.3441,73.89,38.66,38.39,36.96,22.7,0.2129,6.19,36.25,87.7,0.414,0.1378,23.14,,,Oriole Park at Camden Yards,
52,661388,William Contreras,MIL,CIN,2026-09-05T22:40:00Z,Scheduled,4,Andrew Abbott,671096,L,51.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.2,43.4,39.3,90.4,78.0,55.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.45,45.07,90.47,101.5391,0.4238,0.1667,0.3322,73.41,36.44,35.9,24.08,14.2,0.1334,8.14,36.99,89.13,0.4214,0.166,28.49,,,Great American Ball Park,
53,660670,Ronald Acuna,ATL,PHI,2026-09-05T22:05:00Z,Scheduled,2,Zack Wheeler,554430,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.2,26.0,34.3,95.5,50.0,63.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,27,1,Contact streak: 13/27 over last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.25,47.6,91.09,103.1271,0.486,0.23,0.3697,76.05,62.95,36.3,27.11,16.1,0.1895,6.5,34.8,86.98,0.3228,0.1212,25.74,,,Citizens Bank Park,
54,666176,Jo Adell,CLE,DET,2026-09-05T22:10:00Z,Scheduled,4,Framber Valdez,664285,L,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.6,37.0,27.6,90.4,78.0,24.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","platoon edge; pitcher baseline 6.3% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.63,45.59,90.51,102.8187,0.4734,0.2162,0.3377,77.32,71.62,38.84,27.35,25.1,0.1874,6.28,44.34,90.52,0.3903,0.1325,18.39,,,Progressive Field,
55,660821,Jesus Sanchez,TOR,KC,2026-09-05T23:10:00Z,Scheduled,5,Seth Lugo,607625,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.0,53.4,23.2,81.9,80.0,22.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,11,0,"Last 7 games: 3/11, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.1,44.87,90.95,101.9548,0.4319,0.1797,0.3251,74.26,48.1,33.96,25.21,9.8,0.1594,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
56,701807,Carson Benge,NYM,SF,2026-09-05T20:10:00Z,Pre-Game,4,Anthony Molina,683627,R,51.1,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",31.7,47.0,52.3,94.9,80.0,20.9,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","platoon edge; pitcher baseline 8.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.2,39.0,88.8,99.6637,0.434,0.154,0.338,70.9,17.2,32.4,27.0,16.0,0.141,8.02,39.51,87.49,0.4975,0.2112,35.39,L To R,80,Citi Field,
57,671739,Michael Harris,ATL,PHI,2026-09-05T22:05:00Z,Scheduled,4,Zack Wheeler,554430,R,50.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",46.3,26.0,34.3,90.4,80.0,87.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.29,47.11,90.41,103.2343,0.4688,0.1858,0.3353,74.79,47.47,36.08,22.14,22.8,0.1929,6.5,34.8,86.98,0.3228,0.1212,25.74,,,Citizens Bank Park,
58,547180,Bryce Harper,PHI,ATL,2026-09-05T22:05:00Z,Scheduled,3,Martín Pérez,527048,L,50.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",52.0,38.5,34.3,92.1,50.0,39.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,0,Contact streak: 10/26 over last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 10.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.46,45.47,90.6,101.8958,0.499,0.2247,0.3855,74.1,44.66,37.63,27.31,27.0,0.2302,8.07,38.42,88.06,0.4227,0.1639,23.78,,,Citizens Bank Park,
59,686948,Drake Baldwin,ATL,PHI,2026-09-05T22:05:00Z,Scheduled,1,Zack Wheeler,554430,R,50.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.0,26.0,34.3,88.7,80.0,25.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,0,"Last 7 games: 9/31, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.19,50.65,91.77,102.3052,0.4891,0.2143,0.3628,75.37,57.07,32.15,25.46,21.1,0.1803,6.5,34.8,86.98,0.3228,0.1212,25.74,,,Citizens Bank Park,
60,642708,Amed Rosario,NYY,SD,2026-09-05T23:15:00Z,Scheduled,3,Robbie Ray,592662,L,50.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",41.9,49.7,22.6,92.1,78.0,34.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,0,Contact streak: 7/20 over last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 20.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.5,42.62,90.92,101.7363,0.4362,0.1748,0.3198,73.73,37.55,38.38,24.07,8.8,0.1768,9.04,39.8,89.74,0.4088,0.1758,34.29,,,Petco Park,
61,683734,Andrew Vaughn,MIL,CIN,2026-09-05T22:40:00Z,Scheduled,3,Andrew Abbott,671096,L,50.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.0,43.4,39.3,92.1,78.0,58.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,1,Contact streak: 7/18 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.45,44.83,90.48,100.2117,0.4167,0.1465,0.3399,70.53,13.08,34.35,24.83,8.4,0.1514,8.14,36.99,89.13,0.4214,0.166,28.49,,,Great American Ball Park,
62,668709,JJ Bleday,CIN,MIL,2026-09-05T22:40:00Z,Scheduled,4,Dustin May,669160,R,50.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.6,42.5,39.3,90.4,80.0,37.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.62,39.4,88.63,99.8566,0.408,0.1774,0.3278,73.07,27.72,46.16,33.06,19.6,0.2074,7.73,44.43,90.04,0.3999,0.149,24.73,,,Great American Ball Park,
63,543807,George Springer,TOR,KC,2026-09-05T23:10:00Z,Scheduled,4,Seth Lugo,607625,R,50.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",39.8,53.4,23.2,90.4,50.0,79.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.62,41.02,89.02,100.2638,0.4373,0.1834,0.3361,73.24,34.74,41.09,26.16,19.4,0.1915,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
