rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
107,677347,Kyren Paris,LAA,BOS,2026-09-07T17:35:00Z,In Progress,8,Brayan Bello,678394,R,43.4,Longshot,Watch List,Strong Barrel,42.7,41.6,49.7,52.4,50.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,2,0,0,0,"Last 2 games: 0/0, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 12.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,16.7,47.8,88.9,100.9293,0.1044,0.0525,0.5681,70.54,10.59,44.8,40.3,1.8,0.0573,7.52,40.63,89.36,0.4496,0.1643,21.97,L To R,77,Fenway Park,
108,702616,Jackson Holliday,BAL,CLE,2026-09-07T17:35:00Z,In Progress,3,Joey Cantillo,676282,L,43.4,Longshot,Watch List,Premium Lineup Spot,25.4,35.9,45.1,96.6,50.0,31.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.31,36.04,87.54,98.0627,0.376,0.1357,0.306,70.67,7.48,33.94,24.68,10.0,0.1239,7.55,40.12,88.59,0.3672,0.1368,26.18,In From LF,78,Oriole Park at Camden Yards,
109,679845,Nick Loftin,KC,AZ,2026-09-07T18:10:00Z,Warmup,6,Derek Law,571882,R,43.4,Longshot,Watch List,No major boost,17.0,49.5,56.7,76.2,50.0,44.1,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 7.1% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.97,30.15,87.43,96.9855,0.3471,0.1179,0.2961,69.05,5.66,43.1,28.71,6.1,0.1483,7.1,42.9,90.2,0.605,0.199,21.4,R To L,90,Kauffman Stadium,
110,671056,Ivan Herrera,STL,SF,2026-09-08T00:10:00Z,Scheduled,2,Logan Webb,657277,R,43.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",34.6,30.2,19.3,95.5,50.0,77.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,33,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.25,42.94,89.87,101.3493,0.4133,0.1565,0.3437,73.81,42.65,36.96,19.66,16.9,0.1506,6.41,38.87,88.58,0.3833,0.1275,19.14,,,Oracle Park,
111,672640,Otto Lopez,MIA,NYM,2026-09-07T17:10:00Z,In Progress,4,Jonah Tong,804636,R,43.2,Longshot,Watch List,Premium Lineup Spot,30.0,39.8,35.0,94.9,50.0,14.6,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 8.6% barrel, 1.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.4,40.33,88.92,100.1683,0.4242,0.1468,0.3258,71.77,22.53,33.63,22.57,11.5,0.1325,8.56,34.08,89.72,0.3898,0.1673,35.62,None,72,loanDepot park,
112,805300,Jakob Marsee,MIA,NYM,2026-09-07T17:10:00Z,In Progress,5,Jonah Tong,804636,R,43.0,Longshot,Watch List,Platoon Edge,20.9,39.8,35.0,86.4,80.0,39.8,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","platoon edge; pitcher baseline 8.6% barrel, 1.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.09,37.06,87.85,98.6593,0.358,0.119,0.319,70.43,5.79,42.28,23.75,7.8,0.1391,8.56,34.08,89.72,0.3898,0.1673,35.62,None,72,loanDepot park,
113,680574,Matt McLain,CIN,LAD,2026-09-08T01:10:00Z,Scheduled,6,,,,43.0,Longshot,Watch List,Projected Lineup,33.5,41.2,27.6,71.7,60.0,49.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.13,38.18,88.52,99.0651,0.3732,0.1553,0.3022,71.0,10.1,36.13,33.43,15.0,0.1489,,,,,,,,,UNIQLO Field at Dodger Stadium,
114,606192,Teoscar Hernandez,LAD,CIN,2026-09-08T01:10:00Z,Scheduled,8,Chase Burns,695505,R,43.0,Longshot,Watch List,"Projected Lineup, Strong Barrel",45.0,40.3,27.6,47.9,50.0,63.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,1,Contact streak: 11/26 over last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.87,45.12,90.2,101.4873,0.4343,0.1829,0.3247,72.55,26.11,35.27,29.1,15.9,0.1643,8.45,40.45,89.64,0.3581,0.1467,28.94,,,UNIQLO Field at Dodger Stadium,
115,608348,Carson Kelly,CHC,MIL,2026-09-07T18:10:00Z,Pre-Game,7,Robert Gasser,688107,L,42.9,Longshot,Watch List,Platoon Edge,27.0,35.7,43.6,64.3,78.0,57.6,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.73,37.78,87.75,98.7621,0.3844,0.1463,0.3133,70.68,8.19,40.9,26.76,12.1,0.1419,7.67,36.98,88.34,0.3918,0.1558,26.82,In From CF,78,American Family Field,
116,592663,J.T. Realmuto,PHI,ATL,2026-09-07T17:05:00Z,In Progress,8,Grant Holmes,656550,R,42.7,Longshot,Watch List,No major boost,31.6,50.7,47.8,52.4,50.0,21.8,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,1,"Last 7 games: 3/21, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.21,42.0,89.79,100.1927,0.3977,0.1419,0.3202,72.77,31.17,42.23,25.45,10.6,0.1305,8.98,43.09,90.8,0.4238,0.174,26.55,In From LF,77,Citizens Bank Park,
117,681807,David Fry,CLE,BAL,2026-09-07T17:35:00Z,In Progress,5,Trevor Rogers,669432,L,42.7,Longshot,Watch List,Platoon Edge,19.3,36.9,45.1,86.4,78.0,32.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,9,0,Contact streak: 3/9 over last 7 games,"platoon edge; pitcher baseline 7.2% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.93,35.04,86.39,97.6313,0.2581,0.0989,0.2419,70.89,11.68,54.2,30.22,6.6,0.1619,7.18,40.98,88.93,0.3872,0.1489,24.25,In From LF,78,Oriole Park at Camden Yards,
118,672695,Geraldo Perdomo,AZ,KC,2026-09-07T18:10:00Z,Warmup,1,Noah Cameron,702070,L,42.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",13.9,37.1,56.7,93.2,75.0,17.7,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","switch hitter; pitcher baseline 7.4% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.82,30.92,87.46,96.7375,0.3694,0.1061,0.3364,67.5,2.29,42.82,25.38,12.3,0.1314,7.42,38.1,88.6,0.4068,0.1604,26.59,R To L,90,Kauffman Stadium,
119,806367,Turner Hill,SF,STL,2026-09-08T00:10:00Z,Scheduled,4,Michael McGreevy,700241,R,42.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",15.9,54.2,19.3,90.4,80.0,32.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 9.6% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.3,32.6,88.0,96.9914,0.388,0.119,0.346,65.8,1.3,52.2,21.7,0.0,0.096,9.57,41.57,90.15,0.4731,0.1942,26.62,,,Oracle Park,
120,800325,Luis Lara,MIL,CHC,2026-09-07T18:10:00Z,Pre-Game,6,Matthew Boyd,571510,L,42.3,Longshot,Watch List,Platoon Edge,21.8,42.8,43.6,76.2,75.0,17.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","switch hitter; pitcher baseline 9.3% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.6,43.5,89.2,99.109,0.351,0.085,0.313,71.5,18.5,29.6,14.8,1.0,0.1,9.35,38.14,88.22,0.4274,0.1699,26.06,In From CF,78,American Family Field,
121,682928,CJ Abrams,WSH,SD,2026-09-07T21:10:00Z,Scheduled,3,Nick Pivetta,601713,R,42.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.8,20.7,22.6,92.1,80.0,21.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,29,1,"Last 7 games: 4/29, 1 HR","platoon edge; pitcher baseline 5.2% barrel, 6.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.28,40.53,89.33,99.8505,0.4192,0.1756,0.323,72.82,27.4,43.87,29.08,26.7,0.218,5.23,34.92,87.43,0.2868,0.1106,33.3,,,Petco Park,
122,669134,Luis Campusano,SD,WSH,2026-09-07T21:10:00Z,Scheduled,7,Jake Irvin,663623,R,42.3,Longshot,Watch List,Projected Lineup,25.0,61.6,22.6,59.8,50.0,59.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 11.4% barrel, 21.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.49,37.7,88.08,98.8802,0.3214,0.126,0.3032,72.68,28.17,46.14,20.22,4.9,0.1358,11.37,45.7,89.49,0.4651,0.2106,28.46,,,Petco Park,
123,668709,JJ Bleday,CIN,LAD,2026-09-08T01:10:00Z,Scheduled,7,,,,42.2,Longshot,Watch List,Projected Lineup,38.0,41.2,27.6,59.8,60.0,36.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.48,39.26,88.56,99.809,0.4038,0.1753,0.325,73.07,27.44,46.72,33.06,19.6,0.2039,,,,,,,,,UNIQLO Field at Dodger Stadium,
124,663616,Trevor Larnach,MIN,DET,2026-09-07T19:10:00Z,Pre-Game,7,Troy Melton,675512,R,41.9,Longshot,Watch List,Platoon Edge,30.6,36.9,41.1,64.3,80.0,12.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","platoon edge; pitcher baseline 7.2% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.41,40.17,88.8,99.8542,0.3967,0.1411,0.3243,72.1,22.9,42.97,24.19,12.8,0.154,7.2,40.59,89.4,0.3787,0.1526,25.33,In From LF,77,Comerica Park,
125,687551,Drew Gilbert,SF,STL,2026-09-08T00:10:00Z,Scheduled,1,Michael McGreevy,700241,R,41.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",19.2,54.2,19.3,88.7,80.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","platoon edge; pitcher baseline 9.6% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.11,35.66,86.67,98.2051,0.3703,0.1286,0.3085,70.52,10.27,41.26,20.11,6.5,0.1453,9.57,41.57,90.15,0.4731,0.1942,26.62,,,Oracle Park,
126,642201,Eli White,BOS,LAA,2026-09-07T17:35:00Z,In Progress,9,Grayson Rodriguez,680570,R,41.8,Longshot,Watch List,No major boost,23.0,55.0,49.7,44.8,50.0,55.6,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,1,Contact streak: 7/19 over last 7 games,"same-side matchup; pitcher baseline 9.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.21,32.84,86.37,98.2823,0.3692,0.1311,0.2855,72.83,26.56,36.47,24.08,7.2,0.1622,9.3,46.4,90.8,0.46,0.19,28.3,L To R,77,Fenway Park,
127,543760,Marcus Semien,NYM,MIA,2026-09-07T17:10:00Z,In Progress,5,Eury Pérez,691587,R,41.7,Longshot,Watch List,No major boost,23.2,48.1,35.0,86.4,50.0,13.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","same-side matchup; pitcher baseline 9.8% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.17,34.02,87.04,97.4095,0.3866,0.1418,0.3096,68.5,3.27,47.05,31.93,14.3,0.1291,9.84,41.39,89.24,0.3814,0.17,31.71,None,72,loanDepot park,
128,672386,Alejandro Kirk,TOR,ATH,2026-09-08T02:05:00Z,Scheduled,4,Jacob Lopez,682052,L,41.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",28.8,24.5,30.9,90.4,78.0,39.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,31,1,"Last 7 games: 8/31, 1 HR","platoon edge; pitcher baseline 6.1% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.48,43.59,89.35,100.3878,0.3995,0.1344,0.3191,71.94,19.93,25.93,21.27,10.1,0.1369,6.11,31.38,85.08,0.3459,0.1387,34.23,,,Sutter Health Park,
129,694673,Abimelec Ortiz,WSH,SD,2026-09-07T21:10:00Z,Scheduled,2,Nick Pivetta,601713,R,41.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.9,20.7,22.6,95.5,80.0,0.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,19,0,"Last 7 games: 1/19, 0 HR","platoon edge; pitcher baseline 5.2% barrel, 6.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.1,36.5,89.2,99.5696,0.414,0.186,0.293,75.5,58.5,41.9,32.4,5.0,0.18,5.23,34.92,87.43,0.2868,0.1106,33.3,,,Petco Park,
130,703607,Henry Bolte,ATH,TOR,2026-09-08T02:05:00Z,Scheduled,1,Dylan Cease,656302,R,41.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",35.6,21.0,30.9,88.7,50.0,61.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,47.9,91.0,104.3631,0.365,0.118,0.311,77.0,72.0,32.4,15.4,8.0,0.112,6.15,33.72,86.73,0.3065,0.11,25.05,,,Sutter Health Park,
131,545121,Ildemaro Vargas,AZ,KC,2026-09-07T18:10:00Z,Warmup,6,Noah Cameron,702070,L,41.0,Longshot,Watch List,Platoon Edge,16.9,37.1,56.7,76.2,75.0,12.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","switch hitter; pitcher baseline 7.4% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.41,35.76,87.94,98.537,0.3725,0.1028,0.2961,70.64,14.47,40.57,21.75,7.2,0.1256,7.42,38.1,88.6,0.4068,0.1604,26.59,R To L,90,Kauffman Stadium,
132,807713,Matt Shaw,CHC,MIL,2026-09-07T18:10:00Z,Pre-Game,6,Robert Gasser,688107,L,41.0,Longshot,Watch List,Platoon Edge,20.0,35.7,43.6,76.2,78.0,32.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,1,"Last 7 games: 3/14, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.6,34.3,86.3,97.419,0.3701,0.1338,0.3055,69.39,8.63,36.0,26.82,7.4,0.189,7.67,36.98,88.34,0.3918,0.1558,26.82,In From CF,78,American Family Field,
133,663656,Kyle Tucker,LAD,CIN,2026-09-08T01:10:00Z,Scheduled,7,Chase Burns,695505,R,40.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.2,40.3,27.6,59.8,80.0,18.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,1,"Last 7 games: 2/22, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.09,37.88,89.19,98.7561,0.4088,0.1507,0.3398,71.58,20.73,43.17,33.19,15.0,0.1511,8.45,40.45,89.64,0.3581,0.1467,28.94,,,UNIQLO Field at Dodger Stadium,
134,678545,Osleivis Basabe,SF,STL,2026-09-08T00:10:00Z,Scheduled,7,Michael McGreevy,700241,R,40.7,Longshot,Watch List,Projected Lineup,28.2,54.2,19.3,59.8,50.0,52.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.6% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.3,35.3,87.7,98.5152,0.351,0.126,0.273,73.3,30.9,41.2,31.8,5.0,0.16,9.57,41.57,90.15,0.4731,0.1942,26.62,,,Oracle Park,
135,695681,Christian Moore,LAA,BOS,2026-09-07T17:35:00Z,In Progress,6,Brayan Bello,678394,R,40.6,Longshot,Watch List,No major boost,22.8,41.6,49.7,76.2,50.0,9.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.88,33.78,87.64,98.8507,0.3114,0.1084,0.2589,72.21,25.64,25.1,26.87,2.8,0.1195,7.52,40.63,89.36,0.4496,0.1643,21.97,L To R,77,Fenway Park,
136,669357,Nolan Gorman,STL,SF,2026-09-08T00:10:00Z,Scheduled,7,Logan Webb,657277,R,40.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",41.8,30.2,19.3,59.8,80.0,19.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 11.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,10.11,42.5,89.53,100.7292,0.3692,0.1753,0.282,73.19,30.38,44.39,39.15,10.5,0.1475,6.41,38.87,88.58,0.3833,0.1275,19.14,,,Oracle Park,
137,669242,Tommy Edman,LAD,CIN,2026-09-08T01:10:00Z,Scheduled,6,Chase Burns,695505,R,40.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",22.8,39.0,27.6,71.7,75.0,51.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,32,1,Contact streak: 11/32 over last 7 games,"switch hitter; pitcher baseline 8.4% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.27,36.61,88.16,99.1847,0.3809,0.1188,0.3175,70.52,12.95,42.53,27.69,8.1,0.1472,8.45,40.45,89.64,0.3581,0.1467,28.94,,,UNIQLO Field at Dodger Stadium,
138,657041,Lane Thomas,ATL,PHI,2026-09-07T17:05:00Z,In Progress,5,Jesús Luzardo,666200,L,40.3,Longshot,Watch List,Platoon Edge,25.0,24.1,47.8,86.4,78.0,0.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,14,0,"Last 7 games: 1/14, 0 HR","platoon edge; pitcher baseline 6.3% barrel, 15.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.92,38.09,88.99,99.5281,0.3392,0.1208,0.2927,72.63,24.66,42.26,24.67,8.9,0.1463,6.28,34.58,87.87,0.3235,0.1095,22.85,In From LF,77,Citizens Bank Park,
139,703601,Max Clark,DET,MIN,2026-09-07T19:10:00Z,Pre-Game,8,Joe Ryan,657746,R,40.3,Longshot,Watch List,Platoon Edge,17.2,53.2,41.1,52.4,80.0,24.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.1,38.9,87.1,98.246,0.364,0.086,0.311,73.3,27.0,37.8,24.4,2.0,0.163,10.8,42.11,89.92,0.3921,0.1726,30.1,In From LF,77,Comerica Park,
140,669720,Austin Hays,SD,WSH,2026-09-07T21:10:00Z,Scheduled,6,Jake Irvin,663623,R,40.0,Longshot,Watch List,Projected Lineup,20.8,61.6,22.6,71.7,50.0,8.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","same-side matchup; pitcher baseline 11.4% barrel, 21.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.67,39.03,86.49,98.7179,0.3589,0.1088,0.279,72.53,23.3,47.84,21.02,5.9,0.1261,11.37,45.7,89.49,0.4651,0.2106,28.46,,,Petco Park,
141,691788,Joe Mack,MIA,NYM,2026-09-07T17:10:00Z,In Progress,9,Jonah Tong,804636,R,39.9,Longshot,Watch List,Platoon Edge,33.1,39.8,35.0,44.8,80.0,13.6,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 1.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.2,38.5,88.3,99.5388,0.388,0.164,0.29,74.3,44.1,48.7,24.1,12.0,0.167,8.56,34.08,89.72,0.3898,0.1673,35.62,None,72,loanDepot park,
142,663538,Nico Hoerner,CHC,MIL,2026-09-07T18:10:00Z,Pre-Game,5,Robert Gasser,688107,L,39.8,Longshot,Watch List,Platoon Edge,8.9,35.7,43.6,86.4,78.0,52.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.7,29.53,86.21,96.3536,0.3812,0.0836,0.3234,68.33,1.69,32.66,21.35,7.7,0.0949,7.67,36.98,88.34,0.3918,0.1558,26.82,In From CF,78,American Family Field,
